,entity_type,n_document,n_sentence,n_token,n_MISC,n_ALL,F1_mean,F1_std
447,NonvascularOrganism113084479,2,186,3089,236,236,0.5914200000000001,0.09910758598613932
448,Crystal114883206,6,559,15473,596,596,0.56196,0.2831405841627088
449,AromaticHydrocarbon114767996,4,335,7929,418,418,0.68338,0.10293404490254913
450,NuclearReactor103834040,7,699,19656,815,815,0.48353999999999997,0.06930640951600367
451,Commissar109942697,15,1433,42739,1692,1692,0.8521799999999999,0.08991029751924969
452,Eclipse107368646,2,195,4739,221,221,0.8572000000000001,0.1228793066386688
453,Corvette103113035,2,159,4133,171,171,0.66142,0.136996721128646
454,Glycoside114887305,10,934,21265,1184,1184,0.6744199999999999,0.08181553397735665
455,RegularPayment113281275,3,247,6224,301,301,0.61646,0.05082403368486213
456,Timepiece104437953,8,797,20360,923,923,0.548,0.07333812105583287
457,Topology105730365,7,666,18172,795,795,0.65904,0.11546021998939719
458,Well104572344,8,781,20675,832,832,0.3719,0.15269352311083792
459,Devotion107544491,9,818,24383,925,925,0.66972,0.130138516973262
460,Apologist109798534,21,2055,66680,2254,2254,0.6505599999999999,0.1162740658960544
461,Weather111524662,38,3780,100501,4543,4543,0.7301200000000001,0.048534045782316564
462,Citation106763681,7,627,18168,636,636,0.47278000000000003,0.2651141142979755
463,AppellateCourt108330106,24,2349,76239,2609,2609,0.8293199999999998,0.049019114639087494
464,Sect108149781,71,7046,202440,8757,8757,0.77852,0.05507149534922763
465,Maar109344724,3,261,5771,289,289,0.5886600000000001,0.0757735996241435
466,RootVegetable107710283,9,893,25627,1035,1035,0.53264,0.2466517755865544
467,Ring104981658,8,709,18966,776,776,0.49154,0.07523976608150772
468,Organization101136519,38,3759,105031,3775,3775,0.92492,0.05882623224378729
469,Lookout103688943,4,345,8572,356,356,0.6506000000000001,0.07778161736554468
470,Chronicler109921168,16,1565,47865,1736,1736,0.69978,0.03908014329554076
471,Neologism106294441,47,4619,132932,4730,4730,0.28868,0.12827073555569876
472,FungusFamily111590783,7,606,11033,703,703,0.94912,0.019139738765197412
473,Nematode101930112,6,563,11635,711,711,0.60854,0.09759447935206171
474,Ignoramus110198958,6,562,14771,568,568,0.6274,0.16058559088535931
475,Marina103721590,30,2910,76924,3031,3031,0.72168,0.18041170028576306
476,WarGod110767654,10,916,26834,1002,1002,0.5570999999999999,0.11891151331977907
477,Directory106423619,6,517,11187,535,535,0.62892,0.27076775583514373
478,Sheet106255777,4,321,7380,340,340,0.5991799999999999,0.17221046890360642
479,BankRobber109838295,14,1375,40335,1593,1593,0.81282,0.13001894323520707
480,Werewolf109503121,11,1008,27531,1097,1097,0.5534,0.15478032174666134
481,Drink107885223,11,1051,27568,1125,1125,0.48999999999999994,0.2190297970596695
482,Booklet106413889,3,273,9118,274,274,0.40549999999999997,0.14828490145662168
483,BloodVessel105417975,8,737,15881,1067,1067,0.74576,0.010716827888885777
484,ClosedCurve113868248,3,262,6228,308,308,0.57092,0.06316031665531768
485,Decade115204983,3,291,5273,402,402,0.8167200000000001,0.03290139206781379
486,Cytokine114828193,6,524,16710,1089,1089,0.8473600000000001,0.06308450205874655
487,FilmCompany108003173,15,1443,41906,1478,1478,0.4923,0.20777140322960713
488,LegislativeAct106564387,7,660,20479,692,692,0.6635,0.09355648561163467
489,Native109620794,4,384,9605,467,467,0.52636,0.08693677242686206
490,Van104520170,7,672,13787,994,994,0.7433399999999999,0.049040334419740685
491,Census100653388,83,8239,158905,9281,9281,0.9158799999999999,0.06044168760052948
492,Dark113983515,19,1808,47131,2456,2456,0.71598,0.07457705813452285
493,CenterFielder110387476,26,2509,62929,2808,2808,0.7770400000000001,0.057571298404673836
494,Woodcarver110789963,5,422,10091,448,448,0.55632,0.13062458267875923
495,Union114418395,46,4526,142136,4873,4873,0.76694,0.10231392085146575
496,Marker107270179,10,967,29015,998,998,0.61736,0.3097449441072444
497,PartOfSpeech106317464,16,1515,38933,1878,1878,0.70462,0.1663566938839553
498,Novice110363913,17,1601,44037,1646,1646,0.5114400000000001,0.31612419458181307
499,Taxonomist110693824,10,1000,19229,1027,1027,0.7872600000000001,0.1878606781633666
500,ArmoredPersonnelCarrier102740300,10,983,21191,1265,1265,0.64228,0.031698542553246827
501,Ritual101027859,33,3275,98913,3483,3483,0.46772,0.1426991997174476
502,AcneRosacea114222352,5,480,14940,614,614,0.59376,0.09118273082113741
503,Partisan110402086,7,688,19306,752,752,0.75878,0.11389374697497665
504,OperaCompany108187370,17,1632,57117,2526,2526,0.899,0.026815219559048937
505,Loch109341987,7,634,15096,864,864,0.89444,0.02013500434566628
506,Phytochemical114983143,13,1257,31269,1696,1696,0.6542199999999999,0.06934820545623371
507,Bear102131653,6,593,17212,658,658,0.63524,0.20294375181315633
508,SpreeKiller110581648,3,273,7523,291,291,0.60168,0.16450999240167755
509,HoldingDevice103525827,4,345,9970,380,380,0.63146,0.08824263368689762
510,Scale106856568,24,2348,62693,3022,3022,0.67324,0.09937236235493246
511,Marketplace103722288,12,1101,30733,1231,1231,0.7540199999999999,0.04730451986861297
512,News106681177,13,1258,34476,1324,1324,0.42488000000000004,0.0959551645301075
513,Lector110252222,23,2248,72047,2383,2383,0.6784399999999999,0.045481099371057446
514,Pollutant114857278,12,1160,31368,1426,1426,0.6911400000000001,0.06104190691647829
515,Crop113085864,7,611,17175,729,729,0.38688,0.13541564754488308
516,ReconnaissanceVehicle104062807,5,477,10580,553,553,0.5834999999999999,0.0591250539111805
517,Democrat110002031,3,253,6212,258,258,0.7777999999999999,0.15443960631910456
518,Appellation106338908,75,7452,224813,7555,7555,0.7626,0.21658242772672023
519,Cutter103154073,7,636,16637,695,695,0.40036000000000005,0.07135255005954588
520,Organophosphate114969994,8,795,21102,1074,1074,0.71818,0.09840342270470066
521,Name106720964,13,1259,36505,1411,1411,0.85838,0.09777834934176377
522,Prophet110483530,102,10128,320776,13235,13235,0.75758,0.025151811067992712
523,Beekeeper109846755,24,2317,67577,2344,2344,0.7024199999999999,0.19863753321061958
524,LiveryCompany108186898,5,404,11434,529,529,0.8748600000000002,0.024084069423583723
525,MajorityLeader110283824,7,647,19681,676,676,0.59534,0.11459076053504487
526,FungusGenus111592146,2,179,2533,195,195,0.9218399999999999,0.029657417284719854
527,Algebraist109784043,7,633,16541,688,688,0.60502,0.07526965922601218
528,Adornment102681518,6,578,17012,615,615,0.60368,0.224953981071685
529,Salad107806221,3,250,6306,280,280,0.47332,0.16411051642109958
530,MilitaryUniform103763968,8,752,17679,839,839,0.42813999999999997,0.09126534062830205
531,PrintingConcern108069627,4,363,8654,375,375,0.33587999999999996,0.13582069650830098
532,Strip104339291,4,393,10062,451,451,0.49408,0.08094732608307702
533,Faculty105650329,22,2139,55105,2443,2443,0.6470399999999998,0.19917137947004332
534,ReligiousMovement108473787,29,2804,84848,3369,3369,0.65562,0.13815555580576555
535,DipterousInsect102188699,7,628,13027,757,757,0.6630199999999999,0.08237556433797585
536,Nebula109366940,2,155,3135,180,180,0.7705,0.06626054633037674
537,ToothedWhale102066707,7,678,15438,847,847,0.7124400000000001,0.14343551303634677
538,WarCrime100782518,43,4280,127881,4618,4618,0.57048,0.0557086492386954
539,JetEngine103596285,13,1291,35476,1587,1587,0.6304000000000001,0.037214996977025294
540,Box102883344,11,1015,17346,1536,1536,0.88874,0.037114773338928
541,GrandDuke110142060,41,4080,122304,4541,4541,0.7827200000000001,0.08243480818198097
542,Mime110318892,10,904,24635,970,970,0.67464,0.21702507320583952
543,ContractileOrgan105289601,12,1168,30709,2176,2176,0.85868,0.03757682264375208
544,SymphonicPoem107047373,4,368,10339,429,429,0.6026,0.0578759708341899
545,Employer110054657,22,2110,59928,2156,2156,0.6321200000000001,0.19201181630305986
546,Caricaturist109896170,17,1618,45299,1791,1791,0.64092,0.07486906971506992
547,Laminitis114348895,7,667,18082,690,690,0.48963999999999996,0.33882238178727214
548,Advantage105155821,9,839,24172,877,877,0.43976,0.11428344762037938
549,Gymnosperm111596108,7,676,19563,793,793,0.74696,0.14055379895257192
550,Past115120823,20,1916,59384,2243,2243,0.7326999999999999,0.10163117631908035
551,Usurper110742546,7,685,19419,833,833,0.6696799999999999,0.07411373421977874
552,Emirate108557396,28,2780,79729,3362,3362,0.8583999999999999,0.08952675577725354
553,Interchange103577818,9,825,21935,922,922,0.71052,0.11276723637652913
554,ComputerLanguage106899633,11,1044,25964,1148,1148,0.7365999999999999,0.12207905635284048
555,CreditUnion108234628,3,289,6994,365,365,0.6562600000000001,0.03995280215454229
556,EpidemicDisease114130166,6,510,12761,548,548,0.3108,0.12572272666467268
557,Captain109893344,5,476,13076,534,534,0.72578,0.07918531176929215
558,Homosexual110182913,13,1219,35053,1261,1261,0.51964,0.1839523046879272
559,Aphorist109798404,35,3433,120828,3686,3686,0.7985800000000001,0.062238200488124645
560,Mark105737153,9,871,22109,926,926,0.48392,0.2979541535203025
561,Philosophy106158346,15,1434,38897,1527,1527,0.54138,0.15576640716149295
562,Cookbook106413020,4,324,8752,337,337,0.62714,0.1890019957566586
563,Host108183802,6,523,16596,732,732,0.7912399999999999,0.05314988617109165
564,Worship101028655,9,853,26646,1072,1072,0.69468,0.07786021834030524
565,Piperazine103946814,4,315,5528,381,381,0.68408,0.041888299082201944
566,Seashore109428293,25,2485,76445,2653,2653,0.74036,0.07290082578407464
567,SoundingRocket104262530,3,202,3323,230,230,0.59286,0.05129801555615967
568,BloodTest105742551,4,383,9233,445,445,0.43751999999999996,0.0863521487862346
569,Cruiser103140900,16,1592,46736,2098,2098,0.8023999999999999,0.03673276466589469
570,VentureCapitalist110747965,6,590,17262,623,623,0.40966,0.22168612586267097
571,Stereotype105927586,8,766,22566,803,803,0.32938,0.1262512479146246
572,CardinalVirtue104847600,102,10180,296109,14308,14308,0.8144,0.04829670796234459
573,Supernova109451237,3,264,7206,314,314,0.55962,0.11905604394569812
574,Pronouncement106727616,6,529,14584,575,575,0.39986,0.05289652540573909
575,Fraternity108229467,40,3911,98329,6583,6583,0.9087999999999999,0.038169149846440105
576,Constant105858936,12,1180,30466,1328,1328,0.70178,0.17965174532967945
577,Perturbation107428450,7,664,15566,729,729,0.53782,0.19717387656583718
578,Organization101008378,6,543,12575,916,916,0.8827400000000001,0.0112695341518627
579,ComputerKeyboard103085013,7,601,12887,655,655,0.61932,0.17749963830949061
580,Veteran110749528,15,1423,43777,1469,1469,0.32721999999999996,0.10670667083177134
581,Primitive109627462,10,975,27623,1027,1027,0.3918,0.16016585154145688
582,Urologist110741493,2,134,3191,139,139,0.5002,0.1302653445855804
583,Promoter110482220,6,530,15217,580,580,0.43835999999999997,0.08492466308440676
