,entity_type,N_fold0,N_fold1,N_fold2,N_fold3,N_fold4,N_avg,N_std
241,Flatbread107682624,0.6087,0.5745,0.6437,0.4432,0.6061,0.5752400000000001,0.06956118457875773
242,ScienceTeacher110560548,0.642,0.7889,0.7662,0.6347,0.7517,0.7167,0.0651032718071834
243,Sloop104242408,0.8153,0.8026000000000001,0.8845999999999999,0.6883,0.7287,0.7838999999999999,0.06879322641074481
244,Dock103217191,0.75,0.825,0.8809999999999999,0.7957,0.802,0.81074,0.04273582104043395
245,BowedStringedInstrument102880546,0.8667,0.6533,0.48950000000000005,0.4571,0.4603,0.58538,0.15814411655196028
246,Spice115050011,0.2564,0.4052,0.2721,0.40700000000000003,0.2807,0.32428,0.06726114480143792
247,Survey100644503,0.5832999999999999,0.5244,0.5422,0.4677,0.5039,0.5243,0.038525679747410016
248,Doge110023264,0.9091,0.8791,0.8995000000000001,0.7778,0.8484999999999999,0.8628,0.04729854120372001
249,Identity104618070,0.5909,0.6,0.5562,0.6242,0.3256,0.5393800000000001,0.10909475514432396
250,Trouble105687338,0.6443000000000001,0.7815000000000001,0.7465,0.7089,0.5658,0.6894,0.07672553681793308
251,Crab101976957,0.6411,0.6257,0.7489,0.6096,0.6638,0.6578199999999998,0.04892391644175678
252,BloodTest105742551,0.22760000000000002,0.5255,0.47859999999999997,0.391,0.5122,0.42698,0.11016370364144443
253,Biopsy105740929,0.4353,0.45520000000000005,0.5797,0.4889,0.494,0.49062,0.0495267765961
254,NoncommissionedOfficer110360747,0.75,0.5676,0.23079999999999998,0.35,0.5,0.47968,0.17887084055261776
255,Native109620794,0.5476,0.5640999999999999,0.6047,0.6470999999999999,0.49200000000000005,0.5710999999999999,0.0524652646996086
256,Quartermaster110498986,0.7018000000000001,0.72,0.7531,0.5714,0.8,0.7092600000000001,0.0765925218281785
257,Speechwriter110631654,0.6709,0.7317,0.8293,0.7303000000000001,0.7667,0.7457800000000001,0.05188087894398089
258,Conduction111512818,0.4865,0.8228,0.6418,0.6286,0.5802,0.63198,0.10987786674303428
259,Discharge111511523,0.5414,0.8162999999999999,0.6917,0.5532,0.5532,0.6311599999999999,0.1078464575217934
260,ElectricalConduction111512650,0.5034000000000001,0.8344,0.6486,0.5333,0.6479,0.6335200000000001,0.11641497154575951
261,Mural103799710,0.2,0.12960000000000002,0.6618999999999999,0.7681999999999999,0.3538,0.42269999999999996,0.25172882234658783
262,Escarpment109274152,0.8072,0.4138,0.7101000000000001,0.7179000000000001,0.8188,0.6935600000000001,0.1467860838090587
263,Epidemiologist110061882,0.8521,0.6561,0.7770999999999999,0.8120999999999999,0.7486,0.7692,0.06631922798103124
264,Band102784218,0.5143,0.5667,0.4432,0.5476,0.4586,0.5060800000000001,0.048320819529474035
265,HomopterousInsect102246011,0.6857,0.8258,0.8276,0.7029000000000001,0.7293000000000001,0.75426,0.06075862407922021
266,Strip104339291,0.5657,0.5549000000000001,0.3373,0.5870000000000001,0.4138,0.49174000000000007,0.0984480492442588
267,ComprehensiveSchool108413248,0.8161,0.7570999999999999,0.7381,0.7434999999999999,0.7528,0.7615200000000001,0.028098996423360067
268,Cloud111439690,0.6061,0.6091,0.6272,0.7065,0.7358,0.65694,0.05372696157424131
269,Failure100066636,0.475,0.5503,0.4576,0.3833,0.5532,0.48388,0.06340774085235967
270,Photograph103925226,0.4533,0.6364,0.7092,0.7519,0.7182999999999999,0.65382,0.10710371422130982
271,NurseryRhyme107222728,0.7843000000000001,0.8134,0.8070999999999999,0.7737,0.7811,0.79192,0.01548501210848732
272,Analgesic102707683,0.5368999999999999,0.5676,0.6341,0.8151999999999999,0.6301,0.63678,0.09658922093070219
273,Crossing100297532,0.5341,0.5342,0.3972,0.7453,0.3906,0.52028,0.12882883838644202
274,Gazette106267655,0.7582,0.7283,0.6962,0.6901,0.26,0.6265600000000001,0.18489640991647185
275,Knife103623556,0.4225,0.5033,0.4238,0.39380000000000004,0.5238,0.45343999999999995,0.05065430287744566
276,Metropolitan110313239,0.6034,0.6236999999999999,0.6667000000000001,0.6907,0.6178,0.64046,0.03280369491383554
277,Polysaccharide114994004,0.6627,0.47850000000000004,0.7434999999999999,0.6951999999999999,0.6637000000000001,0.64872,0.09004257659574161
278,AnimalSkin114758842,0.3049,0.5326,0.5786,0.5509000000000001,0.4304,0.47948,0.10063234867576132
279,Machinery103701640,0.7033,0.4966,0.5,0.5965,0.7120000000000001,0.6016800000000001,0.09370655046473542
280,SealingWax104160036,0.5478999999999999,0.6887000000000001,0.7162000000000001,0.55,0.5861999999999999,0.6178000000000001,0.07097996900534691
281,LiveryCompany108186898,0.6818000000000001,0.7817000000000001,0.8075,0.7735,0.8404,0.77698,0.05300412814111744
282,Hairdresser110155849,0.8718,0.6338,0.7075,0.7613,0.8916,0.7731999999999999,0.09760223358099955
283,Intelligence100981830,0.5191,0.6713,0.4341,0.5735,0.7,0.5795999999999999,0.09774738871192415
284,InformationGathering100981711,0.5517,0.6429,0.45530000000000004,0.5753,0.6618999999999999,0.57742,0.07348987413242723
285,LargeIndefiniteQuantity113757724,0.5897,0.5793,0.7241,0.42619999999999997,0.5767,0.5791999999999999,0.09436261971776748
286,Cancer114239918,0.4156,0.6736,0.8,0.5864,0.5294,0.601,0.1300650913965773
287,Embryology106071426,0.7016,0.7603,0.725,0.7175,0.741,0.72908,0.020113020658270093
288,DietarySupplement107562495,0.2778,0.2394,0.2923,0.5146000000000001,0.5665,0.37812,0.13474882411360778
289,Bacteriologist109831411,0.7797,0.7273000000000001,0.8177,0.7281,0.7594,0.76244,0.033984914300318594
290,FinancialAnalyst109790865,0.8745,0.7729,0.7513,0.7961,0.7487,0.7887000000000001,0.046183979906456764
291,DiagnosticTest105739043,0.3143,0.3721,0.4625,0.41979999999999995,0.4507,0.40388,0.05461942511597865
292,Pachyderm102453108,0.5497,0.604,0.561,0.5991,0.7484000000000001,0.6124400000000001,0.07115713878452395
293,Dragonfly102268443,0.8729,0.85,0.775,0.8226,0.845,0.8331,0.03315756323977984
294,Assay100791527,0.4181,0.3741,0.5077,0.4828,0.37079999999999996,0.4307,0.0558457518527596
295,InorganicCompound114919511,0.5922,0.5621,0.4972,0.3014,0.6049,0.51156,0.11148353421021419
296,Leporid102323902,0.6626000000000001,0.43060000000000004,0.8656999999999999,0.8181999999999999,0.3182,0.6190599999999999,0.21373706838075604
297,CruiseShip103141327,0.7836,0.8201999999999999,0.5802,0.6374,0.6267,0.68962,0.09438428682784011
298,Sender110578762,0.7984,0.6512,0.6111,0.7073,0.7447,0.7025399999999999,0.06631188732044957
299,Plug103967942,0.6707,0.6328,0.7065,0.304,0.6503,0.59286,0.1464976259193302
300,Pyrimidine114999913,0.72,0.7188,0.614,0.7568,0.6468,0.6912800000000001,0.052584651753149414
301,Blockage102853449,0.6374,0.622,0.6514,0.4324,0.6013000000000001,0.5889,0.08000014999985937
302,Relay100318567,0.7419,0.9357,0.9651000000000001,0.6552,0.5818,0.7759400000000001,0.15148067335472207
303,Shotgun104206356,0.7016,0.7423000000000001,0.6854,0.6148,0.5373,0.6562800000000001,0.07235765059756986
304,Noodle107699584,0.6547,0.6937000000000001,0.5804,0.5726,0.6422,0.6287200000000001,0.04596378574486659
305,Passage100318035,0.7805,0.948,0.9540000000000001,0.6328,0.5562,0.7743,0.16130225044927302
306,Woodcarver110789963,0.5732,0.7935,0.7836,0.6918000000000001,0.7978000000000001,0.7279800000000001,0.08663385943151787
307,Jersey103595614,0.5659000000000001,0.586,0.5164,0.6609,0.6082,0.58748,0.047623666385527286
308,Stimulant104320126,0.7576,0.7686,0.7308,0.7583,0.6667000000000001,0.7363999999999999,0.037027935400181275
309,Autobiography106516087,0.578,0.3577,0.3547,0.6667000000000001,0.6364,0.5187,0.13571350706543545
310,Switch104372370,0.4294,0.42579999999999996,0.5657,0.6604000000000001,0.5229,0.52084,0.08819017178801733
311,Glider103439814,0.6091,0.6339,0.5182,0.7212000000000001,0.8081999999999999,0.65812,0.09906590533579147
312,PartyGame100458800,0.55,0.5735,0.6733,0.7176,0.42340000000000005,0.5875600000000001,0.10278004864758529
313,Analyst109791530,0.8529000000000001,0.7692,0.7606,0.8348,0.7321,0.7899200000000001,0.046071309944476314
314,EdibleFat107672135,0.43200000000000005,0.34850000000000003,0.4878,0.8556,0.7619,0.5771599999999999,0.1964686906354292
315,Charge113306870,0.5521,0.601,0.5294,0.4783,0.5034000000000001,0.53284,0.04211862295944632
316,Landgrave110245029,0.8040999999999999,0.8271999999999999,0.7676999999999999,0.6286,0.7541,0.75634,0.06892565850247638
317,Moor109358751,0.6292,0.8826999999999999,0.5844,0.6561,0.8271999999999999,0.7159199999999999,0.11712822717005492
318,Velodrome104524833,0.7459,0.7136,0.9133,0.7701,0.5,0.72858,0.13313045331553558
319,MalignantTumor114239425,0.5,0.6884,0.8,0.5513,0.4105,0.59004,0.13827544395155636
320,Band108249038,0.5152,0.48119999999999996,0.4643,0.5114,0.46630000000000005,0.48767999999999995,0.02175181831479841
321,Malignancy114237561,0.5347,0.7115,0.7426,0.5455,0.5202,0.6109,0.09568211954174095
322,EdgeTool103265032,0.5302,0.5185,0.4568,0.35350000000000004,0.4878,0.46936,0.06330493187738218
323,Landslide107474185,0.5714,0.8312999999999999,0.7417,0.6341,0.5658,0.66886,0.10297620307624474
324,Purine114706749,0.8691,0.6056,0.7524,0.7376999999999999,0.632,0.71936,0.09425833862316903
325,Target107262108,0.8542000000000001,0.5974,0.5478999999999999,0.5682,0.6846,0.65046,0.11205012449792283
326,Indicator107262579,0.8923000000000001,0.7204999999999999,0.5540999999999999,0.4768,0.7081000000000001,0.67036,0.14434510868055075
327,Cutlery103153375,0.5870000000000001,0.2484,0.6289,0.5488000000000001,0.5761,0.51784,0.13716274421285105
328,DentalSchool108281963,0.6746,0.8876000000000001,0.838,0.7674,0.539,0.74132,0.1239435097130947
329,Jewel103596787,0.41609999999999997,0.8659,0.9286,0.6574,0.625,0.6986,0.18319931222578323
330,Mark106817782,0.7288,0.4242,0.319,0.5596,0.6609999999999999,0.53852,0.1502732764000306
331,Joke106778102,0.2378,0.33140000000000003,0.3077,0.19820000000000002,0.5549000000000001,0.32599999999999996,0.12399301593235001
332,PhotographicPaper103926412,0.5,0.7081000000000001,0.5096,0.7568,0.5660000000000001,0.6081,0.1051398687463514
333,Film103338821,0.5,0.7151000000000001,0.5072,0.7619,0.5548,0.6078000000000001,0.1093712027912284
334,Trouser104489008,0.4744,0.5328,0.36229999999999996,0.5657,0.5976,0.50656,0.08284874410635326
335,ArmorPlate102740764,0.2586,0.6667000000000001,0.6703,0.45409999999999995,0.6881999999999999,0.54758,0.168090278124584
336,Sandwich107695965,0.5231,0.6238,0.5253,0.6233,0.48310000000000003,0.55572,0.05738475058759077
337,Pastry107622708,0.6122,0.6139,0.5842,0.5895,0.6103000000000001,0.60202,0.012550920284983072
338,Pie107625493,0.6386999999999999,0.5699000000000001,0.5294,0.5818,0.6479,0.59354,0.044283297076888925
339,Minesweeper103769100,0.7795000000000001,0.7886,0.8478,0.8497,0.7582,0.8047599999999999,0.03725343474097388
340,Pet101318894,0.39740000000000003,0.4677,0.4255,0.4218,0.322,0.40687999999999996,0.04808922540445
341,Crystallographer109981740,0.6919,0.8704999999999999,0.8393,0.7909,0.6789000000000001,0.7743,0.07700119479592507
342,AreaCode106354626,0.7905,0.8527,0.8462000000000001,0.8234999999999999,0.7865000000000001,0.81988,0.027424106184158487
343,Phobia114381416,0.6315999999999999,0.4286,0.53,0.6296,0.6667000000000001,0.5773,0.08720678872656648
344,Justice104850117,0.47340000000000004,0.7415999999999999,0.9005,0.6304,0.36560000000000004,0.6223,0.1896098309687554
345,Fat114864360,0.3582,0.39770000000000005,0.4596,0.8061,0.7059000000000001,0.5455000000000001,0.17773320455109115
346,Righteousness104826235,0.47869999999999996,0.7326999999999999,0.8856,0.5542,0.25,0.5802400000000001,0.2175020422892622
347,Terpene115068635,0.5363,0.7339,0.5556,0.7,0.7751,0.6601800000000001,0.09644698854811384
348,DepartmentStore103176763,0.39189999999999997,0.44689999999999996,0.6311,0.8542000000000001,0.8181999999999999,0.62846,0.18755876519107287
349,Typhoon111521145,0.8406999999999999,0.8649,0.7736,0.8983,0.8,0.8355,0.044558052022053214
350,Campsite108518171,0.7565000000000001,0.7598,0.6494,0.8673000000000001,0.7005,0.7467,0.07268251509132032
351,Warden110767154,0.6801999999999999,0.7156,0.6970000000000001,0.6593000000000001,0.6729999999999999,0.68502,0.019534011364796527
352,Primary100182571,0.6368,0.6597,0.581,0.6986,0.6769,0.6506,0.04028175765777854
353,MarineEngineer110294421,0.7016,0.8367,0.8247,0.759,0.7166,0.76772,0.054892819202515
354,Lagomorph102323449,0.715,0.5,0.7946,0.7959999999999999,0.52,0.6651199999999999,0.13015920098095252
355,Coat103057021,0.6837000000000001,0.6875,0.7106999999999999,0.8162999999999999,0.49729999999999996,0.6791,0.10292265056827869
356,Interest113286801,0.8644,0.9012,0.787,0.9383,0.8255,0.8632799999999999,0.05350354754593381
357,Grant113266892,0.4138,0.3432,0.2047,0.3791,0.3249,0.33314,0.0711115911789351
358,Captain109893344,0.713,0.73,0.7398,0.6729999999999999,0.6568999999999999,0.70254,0.03227194447194036
359,ReconnaissanceVehicle104062807,0.6667000000000001,0.6565000000000001,0.5672999999999999,0.6243,0.5426,0.61148,0.048860470730438164
360,CollectiveFarm108056747,0.7848,0.7453,0.7273000000000001,0.8033,0.7857,0.76928,0.028302678318491335
361,Division108219330,0.8839,0.9505,0.9561,0.9154000000000001,0.9359999999999999,0.92838,0.026316185133867683
362,Acne114222112,0.4,0.6475,0.5897,0.6099,0.5473,0.55888,0.08577105339215553
363,InflammatoryDisease114171682,0.37070000000000003,0.6496,0.5292,0.6862,0.55,0.5571400000000001,0.11026951709334723
364,AcneRosacea114222352,0.6372,0.6466,0.4293,0.6667000000000001,0.4885,0.5736600000000001,0.09602713366543854
365,Triangle113879320,0.7264,0.5189,0.6859999999999999,0.5538000000000001,0.62,0.62102,0.07781440483612272
366,Tiger110710632,0.5714,0.6073,0.6786,0.612,0.5,0.59386,0.05831759940189581
367,Share113285176,0.8820999999999999,0.8923000000000001,0.807,0.9636,0.7313,0.85526,0.0794040452370029
368,Chair103001627,0.6344,0.6118,0.48840000000000006,0.7186,0.8556999999999999,0.6617799999999999,0.1217717274247187
369,Saga106370522,0.8156,0.7659999999999999,0.8207,0.8291,0.7751,0.8013,0.025636770467436037
370,Bicycle102834778,0.44689999999999996,0.3333,0.48829999999999996,0.5771000000000001,0.474,0.46392000000000005,0.07855821790239391
371,Succulent113084184,0.7311,0.757,0.736,0.7489,0.7731999999999999,0.74924,0.015091534050586084
372,InvestmentBanker110215953,0.8774,0.75,0.7326999999999999,0.8476,0.804,0.80234,0.05527102676809977
373,WordProcessor106572654,0.5893999999999999,0.4379,0.5907,0.6818000000000001,0.5241,0.5647800000000001,0.08090125833384794
374,Pause115271008,0.3268,0.3,0.4118,0.5424,0.5758,0.43136,0.11114281983106242
375,GasolineEngine103424630,0.5870000000000001,0.4409,0.6957,0.5824,0.4,0.5412,0.1073898132971652
376,Chord113874927,0.6026,0.1765,0.5396,0.5015999999999999,0.4681,0.45768000000000003,0.14752113611276182
377,StraightLine113869991,0.6444,0.1778,0.5896,0.5735,0.4689,0.49084000000000005,0.16651864280013814
378,Appetizer107581346,0.6161,0.5669,0.5547,0.5135000000000001,0.4192,0.53408,0.06610683474497926
379,CopperMine103104147,0.4813,0.5934,0.6336999999999999,0.6145,0.5870000000000001,0.5819799999999999,0.052961472789188925
380,Shoe104199027,0.7559999999999999,0.6995,0.6368,0.5146000000000001,0.6175999999999999,0.6449,0.08137980093364687
381,ElectromagneticUnit113602526,0.7209,0.6790999999999999,0.7159,0.6426000000000001,0.7356999999999999,0.6988399999999999,0.033731148809371996
382,Forum108309754,0.3084,0.6734,0.5909,0.7619,0.366,0.54012,0.17523724946483268
383,Killing107361576,0.6154,0.7609,0.6631999999999999,0.6484000000000001,0.59,0.6555799999999999,0.05850997863612669
384,Pterosaur101722998,0.8397,0.8173,0.8214,0.7619,0.7059000000000001,0.7892400000000002,0.04911389212839884
385,Signature107029088,0.6436,0.4608,0.9009999999999999,0.4211,0.5497,0.59524,0.17105590431201137
386,Regatta107468456,0.7639,0.8559,0.8614,0.6862,0.7184999999999999,0.7771800000000001,0.07097451373556568
387,Vicariate108100907,0.7047,0.7025,0.6388,0.7084999999999999,0.708,0.6925000000000001,0.026939858945436195
388,Grenade103458271,0.44880000000000003,0.6051,0.6162,0.2,0.7843000000000001,0.53088,0.1965851001474934
389,InfectiousDisease114127211,0.16870000000000002,0.5789,0.3333,0.2024,0.4711,0.35087999999999997,0.15619916004895798
390,EpidemicDisease114130166,0.27399999999999997,0.6103000000000001,0.34,0.2073,0.3911,0.36454000000000003,0.13757000545176992
391,Plague114138691,0.2752,0.5326,0.29469999999999996,0.5702,0.5276,0.44006,0.1276492632176152
392,Sweater104370048,0.6124,0.5415,0.5943,0.6284000000000001,0.6545000000000001,0.6062200000000001,0.03792589616607632
393,Oil114966667,0.4265,0.4022,0.5676,0.47,0.5529999999999999,0.48385999999999996,0.06624704068862244
394,Manual106421685,0.5094,0.5179,0.4279,0.5941,0.5596,0.5217799999999999,0.05593265235977996
395,Pyridine114692510,0.7126,0.6524,0.654,0.7191,0.6822,0.68406,0.02811317129034004
396,Internee110212074,0.8601000000000001,0.7686,0.8943000000000001,0.8403,0.8843000000000001,0.84952,0.044631576266137014
397,SmartCard113377003,0.5403,0.7548999999999999,0.41859999999999997,0.5649000000000001,0.5447,0.5646800000000001,0.10818192825051694
398,Directory106423619,0.2614,0.3468,0.5421,0.9951000000000001,0.9184,0.6127600000000001,0.29623676071682936
399,Wealth113353280,0.5149,0.3718,0.5587,0.5161,0.5412,0.50054,0.0664200752784879
400,DoubleAgent110027476,0.6667000000000001,0.696,0.7737999999999999,0.6637000000000001,0.6585,0.69174,0.04305840684465691
401,TankDestroyer104389718,0.5508,0.6406000000000001,0.569,0.6823,0.8267,0.65388,0.09867209129232035
402,Pump104021798,0.5106,0.4706,0.5052,0.5,0.5021,0.49770000000000003,0.014012280328340565
403,Shipwright110590764,0.8622,0.5635,0.7895,0.8216,0.639,0.7351599999999999,0.11426090495003091
404,AnimalProduct114700745,0.4265,0.5436,0.19190000000000002,0.6267,0.4949,0.45671999999999996,0.14760889404097574
405,Fiber114866889,0.75,0.6065999999999999,0.7905,0.6,0.4199,0.6334000000000001,0.13091372731688608
406,MalevolentProgram106573020,0.8661,0.6577,0.6862,0.7479,0.5185,0.69528,0.11374902900684472
407,Virus106585816,0.8502,0.65,0.6923,0.7303000000000001,0.5408,0.69272,0.10111089753335196
408,Host108183802,0.7756000000000001,0.8145,0.9014,0.7121,0.7265999999999999,0.7860400000000001,0.06815736497253985
409,Developer110010062,0.6634,0.5982999999999999,0.7829999999999999,0.7106999999999999,0.5432,0.65972,0.08385676836129564
410,Cytokine114828193,0.8661,0.8647,0.7753,0.6845,0.8125,0.80062,0.06732008318473769
411,AirUnit108195797,0.8348,0.9023,0.9153,0.9316,0.8612000000000001,0.8890399999999999,0.035759787471404236
412,ChamberOrchestra108248411,0.7295,0.7574,0.6776000000000001,0.6866,0.8056,0.73134,0.04708866530280931
413,Yeshiva108278032,0.4437,0.6525,0.6515000000000001,0.6989,0.5738,0.60408,0.08969125709900604
414,Directive107170080,0.4971,0.5285,0.2907,0.40590000000000004,0.4343,0.43129999999999996,0.08270429251254133
415,Drive104835724,0.8054000000000001,0.6967,0.6726000000000001,0.7422,0.7252,0.7284200000000001,0.04527296765178976
416,Pronouncement106727616,0.48810000000000003,0.5381,0.3125,0.43689999999999996,0.35600000000000004,0.4263199999999999,0.08285332582340917
417,Duty101129920,0.5784,0.66,0.6937000000000001,0.7090000000000001,0.7576999999999999,0.67976,0.0596460426180983
418,Enterprise104836074,0.7773,0.7149,0.6635,0.7406999999999999,0.7326,0.7258,0.03720376325051002
419,Shrew110594147,0.8645999999999999,0.9301999999999999,0.9364,0.8872,0.9451,0.9126999999999998,0.031245991742942035
420,Promoter110482220,0.5226,0.7404000000000001,0.531,0.6552,0.4706,0.58396,0.09896354076123187
421,Advertiser109773962,0.5083,0.7336,0.41,0.6496,0.4629,0.5528799999999999,0.1204266980366065
422,Feather101896031,0.46990000000000004,0.593,0.7282,0.9381,0.8708,0.72,0.17265833313222967
423,Swamp109452395,0.6792,0.6940999999999999,0.5957,0.6527,0.65,0.6543399999999999,0.033642389926995364
424,Fluid114939445,0.2857,0.4711,0.53,0.5540999999999999,0.43479999999999996,0.45514,0.09463133941776371
425,ComputerArchitecture106725249,0.434,0.7019,0.7115,0.7243999999999999,0.6054999999999999,0.6354599999999999,0.10916997022991258
426,UnpleasantWoman110739636,0.8288,0.9412,0.955,0.9091,0.9231,0.91144,0.04416770766068804
427,Slum108651832,0.5094,0.5228,0.6768000000000001,0.7345,0.6638,0.6214600000000001,0.08935823632995452
428,FarmBuilding103322570,0.6769,0.7778,0.7304,0.8031999999999999,0.7390000000000001,0.7454599999999999,0.04324070304701347
429,Creation100908492,0.4819,0.25,0.7793000000000001,0.6629,0.4316,0.52114,0.18429138449748544
430,Plaza108619795,0.6502,0.8734000000000001,0.8806999999999999,0.7243999999999999,0.7442,0.77458,0.08937360684228875
431,Shrub113112664,0.5538000000000001,0.6917,0.5645,0.5848,0.6129,0.60154,0.049374430629628506
432,TalentAgent110690002,0.6940999999999999,0.6547,0.721,0.6111,0.7347,0.68312,0.04518966253469925
433,Infection113498404,0.9158,0.9606,0.9061,0.8359000000000001,0.8946999999999999,0.90262,0.04015417288402288
434,Candidiasis114181713,0.9018,0.9268000000000001,0.9157,0.8523000000000001,0.8953,0.8983800000000001,0.025503835005739814
435,MixedDrink107911371,0.6776000000000001,0.7037,0.6292,0.6743000000000001,0.6555,0.66806,0.02477099917241937
436,Jewelry103597469,0.534,0.9,0.767,0.5644,0.5524,0.66356,0.14531259546233424
437,LightMachineGun103667552,0.7054,0.6735,0.6776000000000001,0.8321,0.7581,0.72934,0.05959028779927142
438,Opening100457890,0.8513,0.8672,0.8937,0.8537,0.8464,0.8624600000000001,0.017074027058664294
439,Succession101010458,0.838,0.8656,0.8621,0.8458,0.8391,0.8501200000000001,0.011577115357462777
440,Order101009871,0.8519,0.8747,0.8833,0.8765000000000001,0.8323,0.86374,0.018943030380591162
441,Organization101008378,0.8416,0.8704999999999999,0.895,0.8345,0.8452,0.8573600000000001,0.022397553437819944
442,Lawsuit101182654,0.8281999999999999,0.42469999999999997,0.5581,0.4561,0.6667000000000001,0.5867600000000001,0.14754019926786055
443,HandTool103489162,0.44439999999999996,0.5439,0.6073,0.36229999999999996,0.4267,0.47691999999999996,0.08741007722225168
444,LogicalFallacy105894143,0.6607,0.7309,0.6784,0.6018,0.6566,0.6656799999999999,0.041480954665966886
445,Footrace107460104,0.8106,0.7862,0.7533,0.7973,0.5648,0.74244,0.09082318206273111
446,Laser103643253,0.6192,0.6307,0.6861,0.7601,0.6576000000000001,0.67074,0.05030580880971898
447,Goldsmith110136615,0.5439,0.716,0.6844,0.7120000000000001,0.7005,0.6713600000000001,0.06466772301542709
448,Sage110546202,0.7343999999999999,0.644,0.6164999999999999,0.54,0.6589,0.63876,0.0629748076614768
449,Mentor110309496,0.7340000000000001,0.6087,0.5538000000000001,0.5267000000000001,0.6905,0.6227400000000001,0.07892240746454711
450,CantileverBridge102953197,0.8201,0.8259000000000001,0.7706000000000001,0.8644,0.6862999999999999,0.7934599999999999,0.061319445529130504
451,Friar110111903,0.6053999999999999,0.8370000000000001,0.9333,0.8878,0.3114,0.71498,0.23121585066772565
452,Poison115032376,0.4875,0.3333,0.5153,0.41119999999999995,0.5447,0.4584,0.07669414580005439
453,Mountaineer110334567,0.9048,0.9107,0.8787999999999999,0.8408,0.8527,0.8775600000000001,0.027608447982456385
454,Inequality104752221,0.9643,0.9286,0.8122,0.8190000000000001,0.7069,0.8462,0.09169263874488509
455,Crystal114883206,0.3128,0.4828,0.9231,0.8987,0.4729,0.61806,0.24672193741132956
456,Principal110474645,0.812,0.7240000000000001,0.7967,0.7873,0.7984,0.78368,0.030864309485229027
457,Ignoramus110198958,0.7092,0.5670000000000001,0.7925,0.903,0.8136,0.7570600000000001,0.1132825070344049
458,CruiseMissile103140771,0.6414,0.5815,0.568,0.7431,0.6311,0.63302,0.06176314111183142
459,Nematode101930112,0.7742,0.8014,0.7554000000000001,0.7086,0.7241,0.7527400000000001,0.03347832731783355
460,Concoction107882497,0.6255,0.5659000000000001,0.5025,0.6431,0.5333,0.57406,0.05340672616815227
461,RealNumber113729902,0.32539999999999997,0.358,0.3529,0.46149999999999997,0.6203,0.42362,0.10869442304000697
462,Vicar110750031,0.6522,0.63,0.6778,0.6975,0.7177,0.6750399999999999,0.03124807834091562
463,Nucleotide114964590,0.7956,0.6578,0.4068,0.6877,0.7343999999999999,0.65646,0.13322344538406142
464,Dearth114449865,0.5299,0.4696,0.7453,0.6606000000000001,0.4144,0.56396,0.12219293923954853
465,Luthier110277509,0.6707,0.8408,0.6984999999999999,0.8059000000000001,0.6964,0.7424600000000001,0.06767406002302509
466,SniperRifle104250224,0.7293999999999999,0.6457999999999999,0.5244,0.6426000000000001,0.6312,0.63468,0.0653177586878178
467,Adornment102681518,0.44789999999999996,0.9298000000000001,0.74,0.6579999999999999,0.5155,0.6582399999999999,0.17032158524391444
468,PrimaBallerina110471640,0.8895000000000001,0.8414,0.8803,0.8481000000000001,0.8389,0.8596400000000001,0.021045056426629037
469,Ammonite109195958,0.8040999999999999,0.7228,0.8220999999999999,0.8425,0.7564,0.78958,0.043884821977535696
470,Maharaja110281637,0.6292,0.6367,0.6462,0.5704,0.6204999999999999,0.6205999999999999,0.026489922612193486
471,Antioxidant114724645,0.5303,0.8014,0.3874,0.7328,0.5221,0.5948,0.15112105081688654
472,HomeAppliance103528263,0.3922,0.4549,0.5702,0.48479999999999995,0.4722,0.47485999999999995,0.05731783666538716
473,Microscope103760671,0.5094,0.7273000000000001,0.6514,0.6418,0.7132,0.64862,0.07719788598141793
474,Antenna102715229,0.6008,0.6038,0.5679,0.5753,0.7422,0.618,0.06364969756408902
475,Proceeding101184814,0.7791,0.3103,0.6244,0.4868,0.6364,0.5674,0.1583816024669532
476,VentureCapitalist110747965,0.684,0.22219999999999998,0.664,0.6212,0.7731999999999999,0.59292,0.19187594325501048
477,Rally108358332,0.7915000000000001,0.8719,0.7631999999999999,0.8167,0.7556,0.7997799999999999,0.042062115971501016
478,Antidepressant102718811,0.6288,0.841,0.7434000000000001,0.6904,0.633,0.70732,0.07892686234736561
479,Bear102131653,0.7126,0.7826000000000001,0.8537,0.6023,0.3678,0.6638,0.16967919141721535
480,Sedative104166553,0.6609,0.6692,0.7306999999999999,0.7911,0.7103,0.7124400000000001,0.0470137681961359
481,Squirrel102355227,0.9386,0.8640000000000001,0.9281999999999999,0.9155,0.9259000000000001,0.9144400000000001,0.02626667851099559
482,Bartender109841188,0.46509999999999996,0.6124,0.4885,0.722,0.6346,0.58452,0.09556885266654613
483,CompositeMaterial114817783,0.502,0.7256999999999999,0.7984,0.7123999999999999,0.3629,0.6202799999999999,0.16221025121736293
484,ComputerKeyboard103085013,0.6822,0.8898,0.5483,0.3475,0.6557,0.6247,0.1773257228943393
485,Keyboard103614007,0.69,0.8908,0.5867,0.38020000000000004,0.6667000000000001,0.64288,0.16517202426561226
486,ConsumerCredit113374426,0.6667000000000001,0.6385000000000001,0.3922,0.6308,0.6254,0.5907199999999999,0.10027481039623065
487,Profanity107128527,0.4128,0.6635,0.8504,0.5455,0.3012,0.5546800000000001,0.19170729146279233
